ID,Attrition,AgeCat,Age,Educ_Field,Education,EducationField,BusinessTravel,JobLevel,JobRole,Department,StockOptionLevel,OverTime,PerformanceRating,MonthlyIncome,PercentSalaryHike,MonthlyRate,DailyRate,HourlyRate,DistanceFromHome,EESatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Gender,MaritalStatus,OtherCoExp,NumCompaniesWorked,PriorExpYrs,TotalWorkingYears,ServiceCat,YearsAtCompany,PromoLast3,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,Over18,StandardHours,EmployeeCount,EmployeeNumber,Rand
431,No,25-30,27,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,0,1,3,4478,11,5242,1377,74,2,2.8,4,3,3,1,3,3,Male,Single,0,1,0,5,5-8,5,0,0,4,4,Y,80,1,437,-0.331967884
432,No,40-45,40,2_Life Sciences,2,Life Sciences,0ne,1,Research Scientist,Research & Development,1,0,3,3544,16,8532,458,74,16,2.8,3,3,3,2,3,0,Male,Divorced,1,9,2,6,3-5,4,0,0,2,0,Y,80,1,1340,-0.328492863
433,Yes,45-50,49,2_Life Sciences,2,Life Sciences,Frequently,2,Laboratory Technician,Research & Development,0,0,4,4284,20,22710,1475,97,28,1.6,1,2,1,1,3,2,Male,Single,1,3,16,20,3-5,4,1,1,3,3,Y,80,1,1420,-0.32577295
434,No,25-30,29,3_Technical Degree,3,Technical Degree,Rarely,1,Research Scientist,Research & Development,1,0,3,2109,13,10007,590,91,4,2.6,4,2,1,3,3,2,Female,Divorced,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1762,-0.325745562
435,No,40-45,40,4_Marketing,4,Marketing,Rarely,3,Sales Executive,Sales,1,0,3,9705,12,20652,658,67,10,1.8,1,2,2,2,2,2,Male,Divorced,1,2,10,11,1-3,1,0,0,0,0,Y,80,1,954,-0.323870104
436,No,25-30,27,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,1,0,3,6214,18,3415,1130,56,8,2.2,2,3,2,1,3,3,Female,Married,0,1,0,8,8-10,8,0,0,7,7,Y,80,1,458,-0.323719557
437,Yes,25-30,28,4_Medical,4,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,4382,17,16374,890,46,2,3,3,3,3,4,2,3,Male,Single,1,6,3,5,1-3,2,1,2,2,1,Y,80,1,828,-0.321582753
438,No,25-30,26,3_Medical,3,Medical,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2867,13,20006,157,95,1,2.6,3,3,1,4,2,6,Male,Single,1,0,1,8,5-8,7,0,7,7,6,Y,80,1,1952,-0.316936972
439,Yes,50+,50,2_Marketing,2,Marketing,Rarely,1,Sales Representative,Sales,0,1,3,2683,14,3810,869,86,3,2.4,1,2,3,3,3,2,Male,Married,0,1,0,3,3-5,3,0,0,2,2,Y,80,1,47,-0.315092482
440,No,35-40,38,4_Life Sciences,4,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,0,0,3,7625,13,19383,827,33,1,3,2,4,4,3,2,4,Female,Single,1,0,1,10,8-10,9,1,1,7,8,Y,80,1,724,-0.313414578
441,No,30-35,32,2_Life Sciences,2,Life Sciences,Frequently,2,Research Scientist,Research & Development,0,1,3,4998,14,2338,1316,38,2,3.4,4,3,3,4,3,2,Female,Single,1,4,2,10,8-10,8,0,0,7,7,Y,80,1,1235,-0.310853399
442,No,25-30,29,4_Medical,4,Medical,Rarely,1,Laboratory Technician,Research & Development,1,0,3,2974,17,25412,1082,43,9,3.2,4,3,3,3,3,2,Female,Married,1,9,4,9,5-8,5,1,1,3,2,Y,80,1,1709,-0.296693772
443,Yes,25-30,28,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3485,11,14935,529,79,2,2.2,1,3,3,3,1,5,Male,Single,1,2,5,5,0-1,0,0,0,0,0,Y,80,1,364,-0.295165225
444,No,40-45,44,3_Life Sciences,3,Life Sciences,Rarely,1,Human Resources,Human Resources,3,1,3,3195,18,4167,528,44,1,2.8,3,3,4,1,3,2,Female,Divorced,1,4,6,8,1-3,2,1,2,2,2,Y,80,1,1683,-0.289350056
445,No,45-50,46,4_Medical,4,Medical,Rarely,5,Research Director,Research & Development,1,1,3,19328,17,14218,734,46,2,3.2,3,3,4,3,3,3,Male,Divorced,1,7,22,24,1-3,2,1,2,1,2,Y,80,1,1789,-0.284499277
446,No,45-50,47,3_Technical Degree,3,Technical Degree,Rarely,1,Research Scientist,Research & Development,1,0,3,3420,12,10205,465,74,1,2.6,1,3,4,3,2,2,Male,Married,1,7,11,17,5-8,6,1,1,5,2,Y,80,1,1438,-0.2843002
447,No,35-40,38,3_Life Sciences,3,Life Sciences,Frequently,2,Research Scientist,Research & Development,2,0,3,4735,15,9867,1189,90,1,3.8,4,3,4,4,4,4,Male,Married,1,7,6,19,10+,13,1,2,11,9,Y,80,1,1668,-0.283570949
448,No,40-45,42,3_Medical,3,Medical,Rarely,2,Healthcare Representative,Research & Development,2,0,3,5538,18,5696,1128,95,13,2.4,2,4,1,3,2,2,Male,Married,1,5,10,10,0-1,0,0,0,0,0,Y,80,1,1803,-0.283202304
449,No,35-40,38,5_Life Sciences,5,Life Sciences,Frequently,2,Laboratory Technician,Research & Development,0,0,3,2406,11,5456,653,50,29,3.6,4,3,4,4,3,2,Female,Single,0,1,0,10,10+,10,0,9,3,9,Y,80,1,79,-0.27914556
450,No,45-50,45,3_Marketing,3,Marketing,0ne,2,Sales Executive,Sales,1,0,3,4385,15,24162,336,52,26,1.6,1,2,1,1,3,2,Male,Married,0,1,0,10,10+,10,0,4,7,5,Y,80,1,1612,-0.275347579
451,No,30-35,33,2_Medical,2,Medical,Rarely,2,Healthcare Representative,Research & Development,1,1,3,4878,13,21653,501,95,15,2.6,2,3,4,1,3,6,Female,Married,1,0,1,10,8-10,9,0,8,7,1,Y,80,1,2009,-0.274247697
452,No,40-45,44,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,3,3420,13,21158,1467,49,20,2.8,4,3,2,3,2,3,Male,Single,1,1,1,6,5-8,5,1,1,2,3,Y,80,1,1475,-0.269404019
453,Yes,35-40,35,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,0,1,3,5813,18,13492,303,84,27,3.4,3,3,4,4,3,2,Male,Single,0,1,0,10,10+,10,0,7,7,7,Y,80,1,1797,-0.266371218
454,No,30-35,33,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,0,0,3,5487,14,10410,217,43,10,2.4,2,3,3,2,2,2,Male,Single,0,1,0,10,10+,10,0,0,4,9,Y,80,1,1924,-0.26589037
455,No,45-50,48,4_Life Sciences,4,Life Sciences,Rarely,4,Manager,Research & Development,1,0,3,15402,11,17997,1236,40,1,1.8,4,2,1,1,1,3,Female,Married,1,7,18,21,3-5,3,0,0,2,2,Y,80,1,664,-0.256313043
456,No,40-45,40,4_Medical,4,Medical,Rarely,5,Manager,Sales,0,0,3,19833,14,4349,611,88,7,2.2,2,3,2,2,2,3,Male,Single,0,1,0,21,10+,21,0,12,8,8,Y,80,1,1740,-0.256103926
457,No,30-35,31,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Executive,Sales,2,0,3,5476,11,22589,1112,67,5,2.4,1,3,4,1,3,2,Female,Married,0,1,0,10,10+,10,0,0,0,2,Y,80,1,1673,-0.255531204
458,No,50+,51,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,0,1,4,5441,22,8423,632,71,21,3,3,3,4,4,1,2,Male,Single,1,0,1,11,10+,10,1,1,7,0,Y,80,1,120,-0.252661414
459,No,50+,56,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,4,2066,22,10494,1255,90,1,2.6,1,3,1,4,4,3,Female,Married,1,2,2,5,3-5,3,1,1,2,0,Y,80,1,1441,-0.252327919
460,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,2,Laboratory Technician,Research & Development,0,0,3,5810,16,22604,172,37,4,2.4,1,2,4,3,2,2,Male,Single,0,1,0,10,10+,10,1,1,4,8,Y,80,1,1435,-0.250485575
461,No,40-45,42,2_Other,2,Other,Frequently,1,Laboratory Technician,Research & Development,1,0,3,2093,17,9260,1474,97,5,3,2,3,3,4,3,4,Male,Married,1,4,6,8,1-3,2,1,2,2,0,Y,80,1,591,-0.240728204
462,No,35-40,36,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2013,11,10950,311,77,7,2.4,1,3,2,3,3,4,Male,Single,1,2,11,15,3-5,4,1,1,3,3,Y,80,1,1659,-0.237372141
463,No,50+,50,3_Marketing,3,Marketing,Frequently,3,Sales Executive,Sales,0,0,3,9208,11,6645,809,77,12,3.4,3,3,4,4,3,3,Female,Single,1,4,14,16,1-3,2,1,2,2,1,Y,80,1,174,-0.233021384
464,No,30-35,31,1_Technical Degree,1,Technical Degree,Frequently,2,Manufacturing Director,Research & Development,0,0,4,5238,20,6670,163,30,24,3.4,4,3,4,4,2,3,Female,Single,1,2,4,9,5-8,5,1,1,4,4,Y,80,1,1736,-0.232487102
465,Yes,40-45,43,3_Technical Degree,3,Technical Degree,Frequently,1,Research Scientist,Research & Development,1,1,3,2437,16,15587,807,38,17,3,3,2,3,4,3,4,Male,Married,1,9,5,6,1-3,1,0,0,0,0,Y,80,1,1767,-0.230820997
466,No,35-40,38,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,1,3,3944,11,4306,371,45,2,3.4,4,3,4,3,3,3,Male,Single,1,5,3,6,3-5,3,1,1,2,2,Y,80,1,24,-0.22972487
467,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,1,Sales Representative,Sales,0,1,4,2644,21,17001,1157,70,2,3.2,3,3,4,4,2,3,Male,Single,1,3,4,7,3-5,3,1,1,2,2,Y,80,1,1556,-0.227150393
468,No,35-40,36,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,3038,12,22002,132,55,6,3,2,4,4,2,3,3,Female,Married,1,3,4,5,1-3,1,0,0,0,0,Y,80,1,97,-0.221238963
469,Yes,25-30,26,2_Medical,2,Medical,0ne,2,Sales Executive,Sales,0,0,3,4969,18,21813,265,79,29,2.2,2,1,1,4,3,6,Male,Single,1,8,5,7,1-3,2,1,2,2,2,Y,80,1,1037,-0.221139729
470,No,50+,53,2_Medical,2,Medical,Rarely,2,Manufacturing Director,Research & Development,2,0,3,4450,11,26250,1084,57,13,3,4,4,1,3,3,3,Female,Divorced,1,1,1,5,3-5,4,1,1,2,3,Y,80,1,250,-0.221011074
471,No,25-30,27,4_Technical Degree,4,Technical Degree,Rarely,1,Research Scientist,Research & Development,1,0,3,2226,11,6073,1354,41,2,2.4,2,3,2,3,2,3,Male,Married,1,1,1,6,5-8,5,1,1,3,2,Y,80,1,1931,-0.220202781
472,Yes,25-30,29,2_Life Sciences,2,Life Sciences,Frequently,1,Research Scientist,Research & Development,0,1,4,2439,24,14753,459,73,24,2.8,4,2,4,2,2,3,Male,Single,0,1,0,1,1-3,1,1,1,0,0,Y,80,1,1868,-0.21596228
473,No,45-50,45,4_Other,4,Other,Rarely,3,Research Director,Research & Development,0,1,3,13245,14,15067,193,52,6,2.8,4,3,1,2,4,3,Male,Married,1,4,17,17,0-1,0,0,0,0,0,Y,80,1,101,-0.214705087
474,No,45-50,45,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,3452,13,9752,1316,83,29,2.8,3,3,4,2,2,2,Male,Single,1,5,3,9,5-8,6,0,0,5,3,Y,80,1,192,-0.212979833
475,No,25-30,28,2_Life Sciences,2,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,3,2207,16,22482,895,50,15,2.6,1,3,3,4,2,5,Male,Divorced,0,1,0,4,3-5,4,1,2,2,2,Y,80,1,1102,-0.212754672
476,No,45-50,46,4_Marketing,4,Marketing,Frequently,2,Sales Executive,Sales,0,1,4,5772,21,20445,1211,98,5,2.8,1,3,4,3,3,4,Male,Single,1,4,5,14,8-10,9,0,0,6,8,Y,80,1,62,-0.210465545
477,No,35-40,37,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,2,0,3,6334,19,24558,342,66,16,3.2,4,2,3,4,3,2,Male,Divorced,1,4,8,9,1-3,1,0,0,0,0,Y,80,1,868,-0.209298248
478,No,25-30,26,2_Medical,2,Medical,Rarely,2,Sales Executive,Sales,2,0,3,4306,12,4267,775,45,29,2.2,1,3,3,1,3,5,Male,Divorced,1,5,8,8,0-1,0,0,0,0,0,Y,80,1,618,-0.207496265
479,No,50+,52,4_Other,4,Other,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2950,13,17363,258,54,8,2.2,3,3,1,3,1,2,Female,Married,1,9,7,12,5-8,5,0,0,4,4,Y,80,1,1409,-0.200290254
480,No,35-40,37,3_Life Sciences,3,Life Sciences,Rarely,3,Research Director,Research & Development,1,1,4,13744,25,15471,161,42,10,3,3,4,4,1,3,2,Female,Married,0,1,0,16,10+,16,0,6,11,8,Y,80,1,2017,-0.196233897
481,No,25-30,29,3_Life Sciences,3,Life Sciences,Rarely,2,Healthcare Representative,Research & Development,1,0,3,5373,12,6225,136,89,1,1.6,1,3,1,1,2,5,Male,Married,1,0,1,6,5-8,5,0,0,3,2,Y,80,1,1954,-0.192018864
482,No,30-35,31,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,1,3,2356,19,14871,1222,48,11,3.2,4,3,4,2,3,2,Male,Married,1,3,2,8,5-8,6,0,0,4,2,Y,80,1,895,-0.190932947
483,No,30-35,34,4_Other,4,Other,Frequently,2,Research Scientist,Research & Development,0,1,3,5747,15,26496,735,86,22,2.8,3,2,4,2,3,3,Male,Married,1,1,1,16,10+,15,0,6,10,11,Y,80,1,1932,-0.189996087
484,No,50+,56,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,1,3,4257,18,13939,713,67,8,2.6,3,3,1,3,3,3,Female,Divorced,1,4,17,19,1-3,2,1,2,2,2,Y,80,1,241,-0.188473602
485,Yes,50+,58,4_Medical,4,Medical,Rarely,3,Healthcare Representative,Research & Development,1,0,3,10312,12,3465,147,94,23,3.4,4,3,4,4,2,3,Female,Married,0,1,0,40,10+,40,0,15,10,6,Y,80,1,165,-0.18809219
486,Yes,40-45,41,2_Life Sciences,2,Life Sciences,Rarely,2,Sales Executive,Sales,0,1,3,5993,11,19479,1102,94,1,2.2,2,3,4,1,1,0,Female,Single,1,8,2,8,5-8,6,0,0,4,5,Y,80,1,1,-0.185708214
487,Yes,30-35,30,3_Medical,3,Medical,Rarely,1,Sales Representative,Sales,0,0,3,1081,13,16019,945,89,9,2.8,2,3,4,3,2,3,Male,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1876,-0.185444651
488,No,30-35,31,1_Life Sciences,1,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,3,2911,17,15170,670,31,26,2.6,1,3,3,4,2,1,Male,Divorced,0,1,0,5,5-8,5,0,4,2,3,Y,80,1,16,-0.18431538
489,Yes,45-50,48,2_Life Sciences,2,Life Sciences,Rarely,3,Laboratory Technician,Research & Development,0,1,3,5381,13,19294,626,98,1,2.6,1,2,3,4,3,2,Male,Single,1,9,22,23,1-3,1,0,0,0,0,Y,80,1,64,-0.182822665
490,No,30-35,34,2_Medical,2,Medical,Rarely,2,Healthcare Representative,Research & Development,0,0,3,6142,11,7360,970,96,8,3,2,3,3,4,3,2,Female,Single,1,3,5,10,5-8,5,0,4,1,3,Y,80,1,757,-0.182410919
491,No,45-50,49,4_Life Sciences,4,Life Sciences,Frequently,5,Research Director,Research & Development,0,1,3,18665,11,25594,636,35,10,2.8,3,3,1,4,3,4,Female,Single,1,9,19,22,3-5,3,1,1,2,2,Y,80,1,396,-0.18135512
492,No,50+,50,3_Life Sciences,3,Life Sciences,Rarely,4,Research Director,Research & Development,0,1,3,16880,11,22422,1322,43,28,2.6,4,3,1,2,3,2,Female,Married,1,4,22,25,3-5,3,1,1,2,2,Y,80,1,1317,-0.179630517
493,No,25-30,29,3_Medical,3,Medical,Rarely,2,Sales Executive,Sales,0,0,3,5869,11,23413,469,42,10,2.8,3,2,3,3,3,2,Male,Single,1,9,3,8,5-8,5,1,1,2,4,Y,80,1,1650,-0.179508547
494,No,35-40,35,3_Life Sciences,3,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,0,0,3,8606,19,21195,1029,91,16,2.6,4,2,2,4,1,3,Female,Single,0,1,0,11,10+,11,1,3,8,3,Y,80,1,1529,-0.177861552
495,No,35-40,36,4_Technical Degree,4,Technical Degree,Rarely,2,Sales Executive,Sales,1,1,3,5673,13,6060,1266,63,10,2.2,2,2,3,1,3,4,Female,Married,0,1,0,10,10+,10,1,1,9,7,Y,80,1,1880,-0.171085072
496,No,50+,51,4_Marketing,4,Marketing,Rarely,4,Manager,Sales,1,0,3,16307,14,5594,1318,66,26,2.4,1,3,3,3,2,2,Female,Married,1,2,9,29,10+,20,0,4,6,17,Y,80,1,851,-0.169683354
497,No,45-50,45,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,2,0,4,2654,21,9655,192,69,10,2.8,1,3,4,4,2,3,Male,Married,1,3,6,8,1-3,2,0,0,2,2,Y,80,1,544,-0.164982234
498,No,35-40,37,3_Medical,3,Medical,Frequently,1,Research Scientist,Research & Development,3,1,3,2326,12,11411,889,53,9,2.8,2,3,4,3,2,3,Male,Married,0,1,0,4,3-5,4,1,1,2,2,Y,80,1,403,-0.161801764
499,No,35-40,36,3_Medical,3,Medical,Rarely,2,Healthcare Representative,Research & Development,2,0,3,5237,13,16577,1299,94,27,2.6,3,3,3,2,2,3,Male,Married,1,6,10,17,5-8,7,0,7,7,7,Y,80,1,13,-0.158312087
500,No,35-40,39,4_Life Sciences,4,Life Sciences,0ne,2,Sales Executive,Sales,1,0,3,5736,19,3987,1251,32,21,2.2,1,1,3,3,3,1,Female,Married,1,6,7,10,3-5,3,1,1,2,2,Y,80,1,1929,-0.157655714
501,Yes,50+,58,4_Medical,4,Medical,Rarely,3,Manufacturing Director,Research & Development,0,1,3,10008,14,12023,601,53,7,2.4,3,2,1,4,2,0,Female,Married,1,7,21,31,10+,10,0,5,9,9,Y,80,1,1360,-0.154620394
502,Yes,25-30,28,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,1,3,2028,14,12947,103,50,24,2.6,3,2,3,2,3,4,Male,Single,1,5,2,6,3-5,4,0,0,2,3,Y,80,1,19,-0.152555819
503,Yes,45-50,48,2_Medical,2,Medical,Frequently,1,Sales Representative,Sales,2,1,3,2655,11,11740,708,95,7,3.2,4,3,3,3,3,3,Female,Married,1,2,10,19,8-10,9,0,7,7,7,Y,80,1,1691,-0.150919694
504,No,25-30,29,4_Life Sciences,4,Life Sciences,Rarely,3,Manufacturing Director,Research & Development,1,0,3,9980,11,10195,1389,51,21,2.6,2,4,1,3,3,1,Female,Divorced,0,1,0,10,10+,10,0,8,9,8,Y,80,1,20,-0.150434754
505,No,45-50,47,4_Medical,4,Medical,Rarely,4,Research Director,Research & Development,2,0,3,17169,19,26703,359,82,2,2.6,1,3,3,2,4,2,Female,Married,1,3,6,26,10+,20,0,5,17,6,Y,80,1,1443,-0.150205609
506,No,30-35,32,2_Life Sciences,2,Life Sciences,Rarely,2,Research Scientist,Research & Development,1,0,3,5878,12,15624,824,67,5,2.4,4,2,2,1,3,2,Female,Married,1,3,5,12,5-8,7,1,2,1,5,Y,80,1,1555,-0.14819042
507,Yes,30-35,33,3_Marketing,3,Marketing,Rarely,1,Sales Representative,Sales,0,1,3,2851,13,9150,350,34,5,3,4,3,3,2,3,2,Female,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,485,-0.146340454
508,No,50+,51,3_Marketing,3,Marketing,Frequently,3,Sales Executive,Sales,0,0,3,10596,11,15395,541,52,2,2.4,2,3,2,2,3,5,Male,Married,1,2,10,14,3-5,4,1,3,2,2,Y,80,1,1391,-0.145183849
509,No,35-40,37,4_Marketing,4,Marketing,Frequently,1,Sales Representative,Sales,1,0,3,2793,17,2539,319,41,4,2.8,1,3,4,3,3,2,Male,Divorced,1,4,4,13,8-10,9,0,5,8,8,Y,80,1,311,-0.145178394
510,Yes,40-45,41,3_Technical Degree,3,Technical Degree,Rarely,5,Research Director,Research & Development,0,0,3,19545,12,16280,1360,49,12,3,2,3,3,4,3,0,Female,Married,1,1,1,23,10+,22,0,15,15,8,Y,80,1,58,-0.14463234
511,No,35-40,38,2_Life Sciences,2,Life Sciences,Rarely,2,Sales Executive,Sales,1,0,3,5343,11,5982,345,100,10,2.8,1,3,4,3,3,1,Female,Married,0,1,0,10,10+,10,1,1,7,9,Y,80,1,2041,-0.143173829
512,No,35-40,39,2_Life Sciences,2,Life Sciences,0ne,3,Healthcare Representative,Research & Development,1,0,4,10920,21,3449,1485,71,25,2.8,3,3,3,2,3,2,Male,Married,1,3,7,13,5-8,6,0,0,4,5,Y,80,1,1397,-0.142185583
513,No,30-35,32,3_Life Sciences,3,Life Sciences,Frequently,1,Research Scientist,Research & Development,1,0,3,3433,13,17360,585,56,10,2,1,3,3,1,2,3,Male,Married,1,6,5,10,5-8,5,1,1,2,3,Y,80,1,1720,-0.141194218
514,No,30-35,33,2_Life Sciences,2,Life Sciences,Frequently,3,Research Director,Research & Development,0,1,3,13458,12,15146,515,98,1,2.8,1,3,4,3,3,1,Female,Single,0,1,0,15,10+,15,0,8,14,12,Y,80,1,73,-0.139016408
515,No,<25,21,2_Medical,2,Medical,0ne,1,Sales Representative,Sales,0,0,4,2610,24,2851,895,39,9,2.6,1,3,4,3,2,3,Male,Single,0,1,0,3,3-5,3,1,2,2,2,Y,80,1,484,-0.138468769
516,No,50+,51,3_Medical,3,Medical,Rarely,2,Manufacturing Director,Research & Development,1,0,3,5482,18,16321,1302,84,2,2.8,4,1,2,4,3,3,Male,Divorced,1,5,9,13,3-5,4,1,1,1,2,Y,80,1,408,-0.13356281
517,Yes,25-30,25,2_Marketing,2,Marketing,Rarely,1,Sales Representative,Sales,3,1,3,2413,18,18798,867,36,19,2.6,3,2,2,3,3,2,Male,Married,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,952,-0.130323156
518,No,40-45,42,3_Medical,3,Medical,Rarely,1,Laboratory Technician,Research & Development,3,0,4,2766,22,8952,855,57,12,2.2,2,3,2,2,2,6,Male,Divorced,1,8,2,7,5-8,5,0,0,3,4,Y,80,1,1768,-0.12854736
519,No,30-35,30,3_Technical Degree,3,Technical Degree,Rarely,2,Laboratory Technician,Research & Development,1,0,3,4627,12,23631,1138,48,6,2.2,1,2,4,1,3,6,Female,Married,1,0,1,10,8-10,9,0,6,2,7,Y,80,1,1311,-0.127586856
520,Yes,50+,56,2_Life Sciences,2,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2587,16,10261,1162,97,24,3,1,3,4,4,3,3,Male,Single,1,1,1,5,3-5,4,1,1,2,0,Y,80,1,1907,-0.124544024
521,No,30-35,34,4_Life Sciences,4,Life Sciences,Frequently,1,Research Scientist,Research & Development,0,0,3,2553,16,8306,702,100,16,3,3,2,4,3,3,3,Female,Single,1,1,1,6,5-8,5,1,1,2,3,Y,80,1,838,-0.121947923
522,Yes,25-30,28,3_Medical,3,Medical,Rarely,1,Laboratory Technician,Research & Development,3,1,3,2408,17,7324,329,51,24,2.8,3,3,2,3,3,3,Male,Married,0,1,0,1,1-3,1,0,0,1,0,Y,80,1,1604,-0.116463036
523,No,45-50,45,3_Life Sciences,3,Life Sciences,Rarely,3,Research Scientist,Research & Development,1,0,3,9724,17,18787,1339,59,7,2.4,2,3,1,3,3,2,Male,Divorced,1,2,24,25,1-3,1,0,0,0,0,Y,80,1,86,-0.11574819
524,No,45-50,49,4_Life Sciences,4,Life Sciences,Rarely,5,Research Director,Research & Development,1,1,3,19502,17,2125,1245,58,18,3,4,2,3,3,3,5,Male,Divorced,0,1,0,31,10+,31,0,0,9,9,Y,80,1,638,-0.114392729
525,No,50+,59,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,3,2177,17,8456,142,70,3,2.6,3,2,4,1,3,6,Male,Married,1,3,6,7,1-3,1,0,0,0,0,Y,80,1,309,-0.10946241
526,No,50+,53,3_Marketing,3,Marketing,Frequently,3,Sales Executive,Sales,1,0,3,7525,12,23537,124,38,2,2.2,3,2,2,1,3,2,Female,Married,1,2,15,30,10+,15,0,6,7,12,Y,80,1,1050,-0.107985145
527,No,45-50,45,2_Life Sciences,2,Life Sciences,Rarely,2,Sales Executive,Sales,1,1,3,5006,11,6319,1268,30,4,2.4,3,3,1,1,4,3,Female,Divorced,1,4,4,9,5-8,5,0,0,4,3,Y,80,1,240,-0.104464967
528,No,30-35,31,2_Medical,2,Medical,Rarely,2,Healthcare Representative,Research & Development,0,1,3,6833,12,17089,1332,80,11,2.6,3,3,1,4,2,2,Male,Married,0,1,0,6,5-8,6,0,0,5,1,Y,80,1,1251,-0.10384889
529,No,35-40,35,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,2859,18,26278,1214,30,1,2.2,2,2,3,1,3,3,Male,Single,0,1,0,6,5-8,6,0,0,4,4,Y,80,1,105,-0.101119486
530,Yes,50+,56,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,3,1,3,4963,18,4510,441,72,14,2.2,2,3,2,1,3,2,Female,Married,1,9,2,7,5-8,5,0,4,4,3,Y,80,1,161,-0.100721535
531,No,35-40,38,1_Life Sciences,1,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,1,0,3,8823,18,24608,330,65,17,2.2,3,2,3,1,2,4,Female,Married,1,0,1,20,10+,19,1,1,9,9,Y,80,1,1088,-0.100475264
532,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Executive,Sales,0,0,3,6815,13,21447,884,73,1,2.4,2,3,3,1,3,5,Female,Single,1,6,14,15,1-3,1,0,0,0,0,Y,80,1,1585,-0.098593507
533,No,25-30,29,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,0,4,2700,24,23779,1252,81,23,3.2,3,4,3,3,3,3,Male,Married,0,1,0,10,10+,10,0,0,7,7,Y,80,1,824,-0.09660798
534,No,30-35,32,4_Medical,4,Medical,0ne,2,Healthcare Representative,Research & Development,1,0,3,6667,18,16542,1146,34,15,3,3,3,4,2,3,6,Female,Divorced,1,5,4,9,5-8,5,1,1,1,2,Y,80,1,1955,-0.091932748
535,Yes,25-30,29,4_Other,4,Other,Rarely,1,Laboratory Technician,Research & Development,0,1,3,2119,11,4759,318,77,8,2,2,1,1,4,2,4,Male,Married,0,1,0,7,5-8,7,0,0,7,7,Y,80,1,454,-0.091862238
536,No,40-45,43,3_Medical,3,Medical,0ne,1,Research Scientist,Research & Development,3,0,3,2089,14,5228,1344,37,7,4,4,4,4,4,4,3,Male,Divorced,1,4,2,7,5-8,5,1,2,4,2,Y,80,1,262,-0.090059449
537,No,35-40,38,2_Marketing,2,Marketing,Rarely,3,Sales Executive,Sales,0,0,3,7351,16,20619,130,32,2,3,4,3,2,3,3,2,Male,Single,1,7,9,10,1-3,1,0,0,0,0,Y,80,1,1125,-0.089651881
538,No,40-45,42,1_Technical Degree,1,Technical Degree,Rarely,1,Human Resources,Human Resources,1,1,3,2696,11,24017,544,52,2,3,3,3,3,3,3,5,Male,Divorced,1,0,1,4,3-5,3,1,1,2,0,Y,80,1,470,-0.089315828
